ferme_direction,tonnage_class,tonnage,pointcall,year,homeport_state_1789_fr,homeport,ferme_bureau,flag,pointcall_province,pointcall_action,pointcall_admiralty
,[51-100],95,Dunkerque,1787,Provinces-Unies,Rotterdam,,Dutch,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1787,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rochester,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Milton,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Margate,,British,Flandre,sailing around,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],8,Dunkerque,1787,France,Calais,,French,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1787,France,Boulogne sur Mer,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Lee,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Chischester,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Faversham,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Danemark,Nedeness,,Danish/Norwegian,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1787,France,Lorient,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Maldon,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[201-500],260,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Lee,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,,Schourdun,,NonFrench,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,,,,British,Flandre,out,Dunkerque
,[101-200],170,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,Grande-Bretagne,Guernesey,,British,Flandre,out,Dunkerque
,[51-100],61,Dunkerque,1787,France,Aber Ildut,,French,Flandre,out,Dunkerque
,[21-50],48,Dunkerque,1787,France,Le Conquet,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1787,France,Saint Malo,,French,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1787,Suède,Stockholm,,Swedish,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Reculver,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Warden,,British,Flandre,out,Dunkerque
,[51-100],78,Dunkerque,1787,France,Saint Briac,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Dungeness,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Argenton,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1787,Prusse,Emden,,Prussian,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Maldon,,British,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1787,France,Morlaix,,French,Flandre,out,Dunkerque
,[201-500],320,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Grande-Bretagne,Southwoule,,British,Flandre,out,Dunkerque
,[51-100],68,Dunkerque,1787,France,Ile d' Ars,,French,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1787,France,Noirmoutier,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Lyde [Hythe],,British,Flandre,out,Dunkerque
,[101-200],180,Dunkerque,1787,Danemark,Thordriem,,Danish/Norwegian,Flandre,out,Dunkerque
,[1-20],6,Dunkerque,1787,France,Dunkerque,,French,Flandre,sailing around,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Lyn,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Colchester,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Faversham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Ponaghady,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1787,France,Bourcefranc,,French,Flandre,out,Dunkerque
,[201-500],280,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1787,Grande-Bretagne,Dunbardon,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1787,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[51-100],58,Dunkerque,1787,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rey,,British,Flandre,out,Dunkerque
,[101-200],115,Dunkerque,1787,France,Saint Malo,,French,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1787,France,Saint Savinien,,French,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,Provinces-Unies,Groeningue,,Dutch,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,Provinces-Unies,Leyden,,Dutch,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],65,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hythe,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,Duché d'Oldenbourg,Oldenbourg,,Oldenburguese,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],8,Dunkerque,1787,France,Calais,,French,Flandre,out,Dunkerque
,[51-100],76,Dunkerque,1787,France,Fécamp,,French,Flandre,out,Dunkerque
,[101-200],120,Dunkerque,1787,France,Nantes,,French,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,France,Paimpol,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,,Bainsfield,,NonFrench,Flandre,out,Dunkerque
,[51-100],79,Dunkerque,1787,France,Saint Malo,,French,Flandre,out,Dunkerque
,[21-50],42,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[51-100],95,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[101-200],115,Dunkerque,1787,Danemark,Larwik [Larvik],,Danish/Norwegian,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1787,Provinces-Unies,Tervers,,Dutch,Flandre,out,Dunkerque
,[51-100],92,Dunkerque,1787,Provinces-Unies,Dort,,Dutch,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1787,Prusse,Accummersyhl,,Prussian,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Lee,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Malden,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Colchester,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rochester,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Faversham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Whistable,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Woodbrige,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Margate,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Harwich,,British,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1787,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1787,Grande-Bretagne,Padstow,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Malden,,British,Flandre,out,Dunkerque
,[101-200],140,Dunkerque,1787,Brême,Brème,,Bremen,Flandre,out,Dunkerque
,[101-200],145,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rye,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Noirmoutier,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Waldon,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Whistable,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Malden,,British,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Whistable,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[21-50],34,Dunkerque,1787,Grande-Bretagne,Padstow,,British,Flandre,out,Dunkerque
,[51-100],65,Dunkerque,1787,Provinces-Unies,Dort,,Dutch,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1787,Prusse,Emden,,Prussian,Flandre,out,Dunkerque
,[101-200],162,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],72,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Colchester,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Anveaux,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Lee,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Lee,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Wick,,British,Flandre,out,Dunkerque
,[21-50],35,Dunkerque,1787,France,Blaye,,French,Flandre,out,Dunkerque
,[51-100],52,Dunkerque,1787,France,Libourne,,French,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1787,France,Saint Malo,,French,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1787,France,Boulogne sur Mer,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Ramsgate,,British,Flandre,out,Dunkerque
,[1-20],4,Dunkerque,1787,France,Dunkerque,,French,Flandre,sailing around,Dunkerque
,[51-100],65,Dunkerque,1787,France,Boulogne sur Mer,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Faversham,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,Danemark,Thiomée,,Danish,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hearn,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Reculver,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Maldon,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rye,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1787,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[201-500],300,Dunkerque,1787,France,Dunkerque,,French,Flandre,in-out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Brest,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Tréguier,,French,Flandre,out,Dunkerque
,[51-100],65,Dunkerque,1787,France,Nantes,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Colchester,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hyde [Hythe],,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1787,France,Caen,,French,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,France,Brest,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Gravesand,,British,Flandre,out,Dunkerque
,[51-100],59,Dunkerque,1787,France,Brest,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,Duché d'Oldenbourg,Oldenbourg,,Oldenburguese,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Danemark,Christiania,,Danish/Norwegian,Flandre,out,Dunkerque
,[21-50],36,Dunkerque,1787,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1787,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1787,Provinces-Unies,Tervers,,Dutch,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1787,Provinces-Unies,Amsterdam,,Dutch,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Harwich,,British,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1787,Grande-Bretagne,Padstow,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,Grande-Bretagne,Dumbarton,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,,"Aranzaza en Espagne [Spain, Atlantic, undertermined]",,Spanish,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],64,Dunkerque,1787,France,Paimpol,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Pett,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rye,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,,Airn buy,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[21-50],35,Dunkerque,1787,France,Le Conquet,,French,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1787,,,,Dutch,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Faversham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Loo [Lee],,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1787,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,Suède,Göteborg,,Swedish,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Anford [Lawford],,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Maldon,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Faversham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Greenwich,,British,Flandre,out,Dunkerque
,[101-200],180,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[51-100],59,Dunkerque,1787,France,La Hougue,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,France,Dunkerque,,French,Flandre,sailing around,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Harwich,,British,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Saint Briac,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1787,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Noirmoutier,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],66,Dunkerque,1787,France,Libourne,,French,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1787,France,Libourne,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Hastings,,British,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1787,France,Boulogne sur Mer,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1787,France,Boulogne sur Mer,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Colchester,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1787,Provinces-Unies,Rotterdam,,Dutch,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rochester,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Grande-Bretagne,Southwoule,,British,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1787,France,Boulogne sur Mer,,French,Flandre,out,Dunkerque
,[101-200],118,Dunkerque,1787,France,Charente,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Donaghadee,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Danemark,Christiania,,Danish/Norwegian,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1787,France,Le Conquet,,French,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1787,France,Boulogne sur Mer,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1787,France,Libourne,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[21-50],42,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],120,Dunkerque,1787,France,Saint Saverne [Saint Savinien],,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Folkestone,,British,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1787,Grande-Bretagne,Guernezé,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Portsmouth,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Harwich,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Rye,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Greenwich,,British,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1787,France,Brest,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Faversham,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1787,Grande-Bretagne,Newcastle,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Burnham,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1787,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1787,Grande-Bretagne,Margate,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1787,Provinces-Unies,Rotterdam,,Dutch,Flandre,out,Dunkerque
