flag,homeport_state_1789_fr,destination_ferme_bureau,year,destination_ferme_direction,destination,departure_action,homeport,departure_state_1789_fr,destination_action,departure_ferme_direction,tonnage_class,tonnage,departure,destination_state_1789_fr,departure_ferme_bureau
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Londres,out,Londres,France,in,,[51-100],60,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Ponaghady,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Southampton,out,Glasgow,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
Swedish,Suède,,1787,,Gothembourg,out,Göteborg,France,in,,[51-100],80,Dunkerque,Suède,
British,Grande-Bretagne,,1787,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Londres,out,Londres,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Dungeness,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Margate,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Sunderland,out,Sunderland,France,in,,[51-100],65,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Newry,out,Bristol,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
French,France,,1787,,Barcelonne,out,Ile aux moines,France,in,,[51-100],80,Dunkerque,Espagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lye [Rye],France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rye,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Liverpool,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
French,France,,1787,,Rotterdam,out,Dunkerque,France,in,,[21-50],40,Dunkerque,Provinces-Unies,
French,France,,1787,,Rotterdam,out,Dunkerque,France,in,,[21-50],40,Dunkerque,Provinces-Unies,
French,France,Libourne,1787,Bordeaux,Libourne,out,Libourne,France,in,,[101-200],130,Dunkerque,France,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Ipswich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Ipswich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Ipswich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Chatham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Whistable,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1787,,Dunkerque,out,Cherbourg,France,in,La Rochelle,[51-100],96,Charente,France,Charente
French,France,,1787,,Port au Prince,out,Dunkerque,France,in,,[201-500],400,Dunkerque,France,
British,Grande-Bretagne,,1787,,Pool,out,Pool,France,in,,[101-200],180,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hearing [Harwich],France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Southampton,out,Dunbardon,France,in,,[51-100],70,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lee,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lee,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lee,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lee,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lee,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lee,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Lee,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1787,,Terver,out,Tervers,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1787,,Kingsale,out,Kingsale,France,in,,[21-50],50,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Guernesey,out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rochester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rochester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rochester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rochester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Malden,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Margate,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Brest,1787,Lorient,Brest,out,Oléron,France,in,,[51-100],58,Dunkerque,France,
French,France,,1787,,Rotterdam,out,Dunkerque,France,in,,[51-100],100,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Schoram,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Margate,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Sète,1787,Montpellier,Sette,out,Dunkerque,France,in,,[101-200],180,Dunkerque,France,
French,France,,1787,,Barcelonne,out,Dunkerque,France,in,,[101-200],160,Dunkerque,Espagne,
French,France,Marseille,1787,Marseille,Marseille,out,Dunkerque,France,in,,[101-200],160,Dunkerque,France,
Prussian,Prusse,,1787,,Flessingue,out,Emden,France,in,,[51-100],70,Dunkerque,Provinces-Unies,
French,France,,1787,,Rotterdam,out,Dunkerque,France,in,,[21-50],40,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Wistable,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Faversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Milton,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Milton,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Faversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1787,,Dunkerque,out,Charente,France,in,La Rochelle,[101-200],118,Charente,France,Charente
Danish/Norwegian,Danemark,,1787,,Mandal,out,Mandal,France,in,,[101-200],130,Dunkerque,Danemark,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Dungeness,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Woodbrige,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Orforrel [Lawford],France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Vannes,1787,Lorient,Vannes,out,Ile d' Ars,France,in,,[51-100],68,Dunkerque,France,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Cowes,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1787,,Cap [Français],out,Dunkerque,France,in,,[201-500],230,Dunkerque,France,
British,Grande-Bretagne,,1787,,Sunderland,out,Sunderland,France,in,,[101-200],190,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
French,France,,1787,,Emblesence,out,Dunkerque,France,in,,[21-50],30,Dunkerque,Grande-Bretagne,
French,France,,1787,,Flessingue,out,Dunkerque,France,in,,[21-50],30,Dunkerque,Provinces-Unies,
French,France,,1787,,Barcelonne,out,Dunkerque,France,in,,[101-200],150,Dunkerque,Espagne,
French,France,,1787,,Pool,out,Dunkerque,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
French,France,,1787,,Amsterdam,out,Dunkerque,France,in,,[101-200],150,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Sète,1787,Montpellier,Sette,out,Cette,France,in,,[201-500],240,Dunkerque,France,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Folkestone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Folkestone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Brest,1787,Lorient,Brest,out,Ouessant,France,in,,[21-50],30,Dunkerque,France,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Reculver,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Reculver,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Reculver,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Reculver,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Reculver,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Brest,1787,Lorient,Brest,out,Bourcefranc,France,in,,[21-50],50,Dunkerque,France,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Wostmersea,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Mersey,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Marsey,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Nord Ferrow en Norvege,out,Folkestone,France,in,,[1-20],12,Dunkerque,Danemark,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Chatham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Gravelines,1787,Lille,Gravelines,out,Roque de Thau,France,in,,[51-100],99,Dunkerque,France,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Whistable,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Whistable,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Saint-Martin île de Ré,1787,La Rochelle,Ile de Ré,out,Ars en Ré,France,in,Lille,[51-100],54,Gravelines,France,Gravelines
French,France,Quimper,1787,Lorient,Chateaulin,out,Ars en Ré,France,in,Lille,[51-100],54,Gravelines,France,Gravelines
British,Grande-Bretagne,,1787,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
French,France,,1787,,Gand,out,Dunkerque,France,in,,[21-50],30,Dunkerque,Autriche,
French,France,,1787,,Nieuport,out,Dunkerque,France,in,,[1-20],20,Dunkerque,Autriche,
French,France,,1787,,Nieuport,out,Dunkerque,France,in,,[1-20],20,Dunkerque,Autriche,
Dutch,Provinces-Unies,,1787,,Rotterdam,out,Rotterdam,France,in,,[101-200],105,Dunkerque,Provinces-Unies,
French,France,,1787,,Rotterdam,out,Dunkerque,France,in,,[51-100],75,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1787,,Folkestone,out,Folkestone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rochester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Rochester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1787,,Amsterdam,out,Dunkerque,France,in,,[51-100],60,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Folkestone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Sandgate Castle,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1787,,Amsterdam,out,Dunkerque,France,in,,[51-100],62,Dunkerque,Provinces-Unies,
USA,Etats-Unis d'Amérique,,1787,,Nord Ferrow en Norvege,out,Philadelphie,France,in,,[21-50],36,Dunkerque,Danemark,
French,France,,1787,,Islande,out,Dunkerque,France,in,,[21-50],45,Dunkerque,Danemark,
French,France,,1787,,Islande,out,Dunkerque,France,in,,[101-200],160,Dunkerque,Danemark,
French,France,,1787,,Genes,out,Dunkerque,France,in,,[101-200],160,Dunkerque,République de Gênes,
French,France,,1787,,Bruges,out,Dunkerque,France,in,,[1-20],20,Dunkerque,Autriche,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1787,,Setubal,out,Dunkerque,France,in,,[51-100],98,Dunkerque,Portugal,
French,France,,1787,,Setubal,out,Dunkerque,France,in,,[51-100],90,Dunkerque,Portugal,
French,France,,1787,,Islande,out,Dunkerque,France,in,,[51-100],90,Dunkerque,Danemark,
French,France,,1787,,Islande,out,Dunkerque,France,in,,[51-100],80,Dunkerque,Danemark,
French,France,,1787,,Pool,out,Dunkerque,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
French,France,Brest,1787,Lorient,Brest,out,Dunkerque,France,in,,[51-100],87,Dunkerque,France,
French,France,,1787,,Londres,out,Dunkerque,France,in,,[51-100],60,Dunkerque,Grande-Bretagne,
French,France,Brest,1787,Lorient,Brest,out,Saint Brieux,France,in,,[51-100],55,Dunkerque,France,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Maldon,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Pegelsham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1787,,Lisbonne [mais: Angleterre],out,Pegelsham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1787,,Pool,out,Dunkerque,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
Swedish,Suède,,1787,,Elseneur,out,Barth,France,in,,[101-200],170,Dunkerque,Danemark,
