destination,year,tonnage,tonnage_class,departure_action,destination_action,flag,homeport_state_1789_fr,homeport,departure
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Douvres,Dunkerque
Belle Île,1787,32,[21-50],out,in,French,France,Belle Ile en Mer,Marennes
Belle Île,1787,20,[1-20],out,in,French,France,Belle Île,Lorient
Belle Île,1787,32,[21-50],out,in,French,France,Belle île en Mer,Marennes
Belle Île,1787,32,[21-50],out,in,French,France,Belle Île,Lorient
Bayonne,1787,140,[101-200],out,in,French,France,Brest,Honfleur
Honfleur,1787,174,[101-200],out,in,French,France,Brest,Marennes
Libourne,1787,33,[21-50],out,in,French,France,Oléron,Marennes
Oléron,1787,26,[21-50],out,in,French,France,Belle Île,Lorient
Côte de Bretagne,1787,26,[21-50],out,in,French,France,Belle Ile,Saint Denis [d' Oléron]
Côte de Bretagne,1787,26,[21-50],out,in,French,France,Belle île,Saint Denis [d' Oléron]
Côte de Bretagne,1787,26,[21-50],out,in,French,France,Belle île,Saint Denis [d' Oléron]
Oléron,1787,26,[21-50],out,in,French,France,Belle Île,Lorient
Port Louis,1787,15,[1-20],out,in,French,France,Belle île en mer,La Perrotine
Belle Île,1787,15,[1-20],out,in,French,France,Belle Ile,Saint Denis [d' Oléron]
Ile de Ré,1787,15,[1-20],out,in,French,France,Belle Ile,Saint Denis [d' Oléron]
Redon,1787,28,[21-50],out,in,French,France,Méan,Beauvoir-sur-Mer
Redon,1787,28,[21-50],out,in,French,France,Méan,Beauvoir-sur-Mer
Port Louis,1787,12,[1-20],out,in,French,France,Quiberon,La Perrotine
Oléron,1787,3,[1-20],in-out,in,French,France,Oléron,Soubise
Oléron,1787,3,[1-20],out,in,French,France,Oléron,Saint Martin de Ré
Oléron,1787,3,[1-20],out,in,French,France,Oléron,La Rochelle
Menton,1787,2,[1-20],out,in,Monegasque,Monaco,Menton,Saint Tropez
Libourne,1787,38,[21-50],out,in,French,France,Libourne,Marennes
Libourne,1787,38,[21-50],out,in,French,France,Libourne,Marennes
Marseille,1787,30,[21-50],out,in,French,France,Bandol,Saint Tropez
Treguier,1787,34,[21-50],out,in,French,France,Tréguier,Bayonne
Lorient,1787,38,[21-50],out,in,French,France,Lorient,Bourg [sur Gironde]
Stettin,1787,295,[201-500],out,in,Prussian,Prusse,Stettin,Bordeaux
Bremen,1787,220,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Locmariaquer,1787,18,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Locmariaquer,1787,18,[1-20],in-out,in,French,France,Locmariaquer,La Flotte en Ré
Côte de Bretagne,1787,18,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Ostende,1787,15,[1-20],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Guernesey,1787,15,[1-20],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Rotterdam,1787,225,[201-500],out,in,Prussian,Prusse,Emden,Bordeaux
Nord Ferrow en Norvege,1787,26,[21-50],out,in,British,Grande-Bretagne,Cork,Lorient
Baden,1787,12,[1-20],out,in,French,France,Baden,Saint Martin de Ré
Oléron,1787,15,[1-20],out,in,French,France,Île d' Oléron,Aligre de Marans
Côte de Bretagne,1787,27,[21-50],out,in,French,France,Quiberon,Aligre de Marans
Marennes,1787,27,[21-50],out,in,French,France,Quiberon,Saint Martin de Ré
Ile d' Yeu,1787,19,[1-20],out,in,French,France,île d' Yeu,Lorient
Ile d' Yeu,1787,19,[1-20],out,in,French,France,Ile d' Yeu,Lorient
Quiberon,1787,25,[21-50],out,in,French,France,Quiberon,Saint Martin de Ré
Plymouth,1787,4,[1-20],out,in,British,Grande-Bretagne,Plymouth,Roscoff
Londres,1787,115,[101-200],out,in,British,Grande-Bretagne,Londre,Bordeaux
Hambourg,1787,140,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Nantes
Hambourg,1787,380,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Oléron,1787,6,[1-20],out,in,French,France,Saint Trojan,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Brest,1787,49,[21-50],out,in,French,France,Redon,Lorient
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,10,[1-20],out,in,French,France,Oleron,La Rochelle
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
Oléron,1787,19,[1-20],out,in,French,France,Oléron,La Rochelle
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,7,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,7,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,19,[1-20],out,in,French,France,Oléron,Saint Martin de Ré
Newcastle,1787,220,[201-500],out,in,British,Grande-Bretagne,Newcastle,Le Havre
Marseille,1787,126,[101-200],out,in,French,France,Rouen,Brest
Honfleur,1787,215,[201-500],out,in,French,France,Sete,Collioure
Sette,1787,215,[201-500],out,in,French,France,Sete,Honfleur
Perros,1787,20,[1-20],out,in,French,France,Perros,Le Croisic
Bremen,1787,211,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Nord Ferrow en Norvege,1787,19,[1-20],out,in,British,Grande-Bretagne,Dublin,Lorient
Plouharnel,1787,34,[21-50],out,in,French,France,Plouharnel,Lorient
Combe Martin côte d' Angleterre,1787,60,[51-100],out,in,French,France,Le Conquet,Marennes
Concarneau,1787,50,[21-50],out,in,French,France,Concarneau,Lorient
Mesquer,1787,40,[21-50],out,in,French,France,Mesquer,Lorient
Mesquer,1787,40,[21-50],out,in,French,France,Mesquer,Lorient
Mesquer,1787,40,[21-50],out,in,French,France,Mesquer,Lorient
Angleterre,1787,12,[1-20],out,in,British,Grande-Bretagne,Helford,Roscoff
Coverack,1787,2,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Coverack,1787,2,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Coverack,1787,2,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Coverack,1787,2,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Coverack,1787,15,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Libourne,1787,32,[21-50],out,in,French,France,Libourne,Marennes
Rotterdam,1787,70,[51-100],out,in,Dutch,Provinces-Unies,Rotterdam,Dunkerque
Méan,1787,18,[1-20],out,in,French,France,Méan,Noirmoutier
Quimperlé,1787,17,[1-20],out,in,French,France,Locmariaquer,Lorient
Oléron,1787,4,[1-20],in-out,in,French,France,Oléron,Soubise
Oléron,1787,4,[1-20],out,in,French,France,Oléron,Rochefort
Narbonne,1787,20,[1-20],out,in,French,France,Narbonne,Collioure
Narbonne,1787,40,[21-50],out,in,French,France,Narbonne,Collioure
Narbonne,1787,40,[21-50],out,in,French,France,Narbonne,Collioure
Beaucaire,1787,40,[21-50],out,in,French,France,Narbonne,Collioure
Le Ferrol,1787,55,[51-100],out,in,Spanish,Espagne,Plasencia,Bayonne
Hambourg,1787,155,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Bayonne
Hambourg,1787,300,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Hambourg,1787,338,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Hambourg,1787,130,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Bayonne
Hambourg,1787,130,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Bayonne
Bremen,1787,180,[101-200],out,in,Bremen,Brême,Bremen,Bordeaux
Hambourg,1787,227,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Bremen,1787,300,[201-500],out,in,British,Grande-Bretagne,Newcastle,Bordeaux
Bayonne,1787,60,[51-100],out,in,French,France,Saint Malo,Honfleur
La Corogne,1787,55,[51-100],out,in,Spanish,Espagne,Mundaca,Bayonne
Bilbao,1787,40,[21-50],out,in,Spanish,Espagne,Bilbao,Bordeaux
Bilbao,1787,25,[21-50],out,in,Spanish,Espagne,Plencia,Bayonne
Saint Gilles sur Vie,1787,90,[51-100],out,in,French,France,Lorient,La Rochelle
Côte de Bretagne,1787,4,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Mediterranée,1787,,,out,in,French,France,Ile Rousse,Bastia
Redon,1787,28,[21-50],out,in,French,France,Méan,Le Croisic
Bergen,1787,68,[51-100],out,in,Danish/Norwegian,Danemark,Bergue,Le Croisic
Molde,1787,100,[51-100],out,in,Danish/Norwegian,Danemark,Molde,Saint Martin de Ré
Ile d' Yeu,1787,12,[1-20],out,in,French,France,Ile d' Yeu,Ribérou [Saujon]
Agde,1787,70,[51-100],out,in,French,France,Agde,Collioure
Hambourg,1787,180,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Amsterdam,1787,148,[101-200],out,in,NonFrench,,Souves,Nantes
Granville,1787,200,[101-200],out,in,French,France,Grandville,Ars en Ré
Bremen,1787,159,[101-200],out,in,Bremen,Brême,Bremen,Bordeaux
Mesquer,1787,39,[21-50],out,in,French,France,Mesquer,Lorient
Middelbourg,1787,198,[101-200],out,in,Dutch,Provinces-Unies,Middelbourg,Bordeaux
Bayonne,1787,60,[51-100],out,in,French,France,Saint Malo,Honfleur
Bayonne,1787,60,[51-100],out,in,French,France,Saint Malo,Honfleur
Honfleur,1787,89,[51-100],out,in,French,France,Saint Malo,Marennes
Amsterdam,1787,210,[201-500],out,in,Lubeck,Lubeck,Lubeck,Ars en Ré
Granville,1787,70,[51-100],out,in,French,France,Grandville,Ars en Ré
Bourgneuf,1787,15,[1-20],out,in,French,France,Bourgneuf,Nantes
Amsterdam,1787,130,[101-200],out,in,Prussian,Prusse,Emden,Bordeaux
Bayonne,1787,55,[51-100],out,in,French,France,Nantes,Honfleur
Saint Servant,1787,72,[51-100],out,in,French,France,Saint Malo,Nantes
Penerf,1787,9,[1-20],out,in,French,France,Penerf,Nantes
Roche Bernard,1787,12,[1-20],out,in,French,France,Locmariaquer,Nantes
Redon,1787,4,[1-20],out,in,French,France,Port Louis,Lorient
Quimperlé,1787,30,[21-50],out,in,French,France,Carnac,Nantes
Carnac,1787,26,[21-50],out,in,French,France,Carnac,Lorient
Oléron,1787,14,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
La Perrotine,1787,30,[21-50],out,in,French,France,Saint Malo,Brest
Jersey,1787,30,[21-50],out,in,French,France,Saint Malo,Le Croisic
Côte de Bretagne,1787,20,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Côte de Bretagne,1787,12,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Locmariaquer,1787,16,[1-20],out,in,French,France,Locmariaquer,Lorient
Côte de Bretagne,1787,20,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Locmariaquer,1787,15,[1-20],out,in,French,France,Locmariaquer,Saint Martin de Ré
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Locmariaquer,Saint Martin de Ré
Côte de Bretagne,1787,18,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Auray,1787,12,[1-20],out,in,French,France,Locmariaquer,Nantes
Locmariaquer,1787,16,[1-20],out,in,French,France,Locmariaquer,La Rochelle
Côte de Bretagne,1787,16,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Côte de Bretagne,1787,16,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Saint Pierre et Miquelon,1787,37,[21-50],out,in,French,France,Granville,Lorient
Mouros,1787,8,[1-20],out,in,Spanish,Espagne,Mouros,Bayonne
Mount’s Bay,1787,4,[1-20],out,in,British,Grande-Bretagne,Mount' s Bay,Roscoff
Mount’s Bay,1787,5,[1-20],out,in,British,Grande-Bretagne,Mount' s Bay,Roscoff
Mount’s Bay,1787,4,[1-20],out,in,British,Grande-Bretagne,Mount' s Bay,Roscoff
Seville,1787,32,[21-50],out,in,Spanish,Espagne,Mouros,Bayonne
Santander,1787,31,[21-50],out,in,Spanish,Espagne,Mouros,Bayonne
Libourne,1787,29,[21-50],out,in,French,France,Libourne,Marennes
Beslon,1787,3,[1-20],out,in,French,France,Concarneau,Lorient
Locmariaquer,1787,16,[1-20],in-out,in,French,France,Locmariaquer,La Flotte en Ré
Corck,1787,56,[51-100],out,in,British,Grande-Bretagne,Corck,Bordeaux
Corck,1787,128,[101-200],out,in,British,Grande-Bretagne,Corck,Bordeaux
Londres,1787,128,[101-200],out,in,British,Grande-Bretagne,Corck,Bordeaux
Baltimore,1787,120,[101-200],out,in,USA,Etats-Unis d'Amérique,Baltimore,Bordeaux
Baltimore,1787,120,[101-200],in-out,in,USA,Etats-Unis d'Amérique,Baltimore,Bordeaux
Bremen,1787,184,[101-200],out,in,Bremen,Brême,Bremen,Bordeaux
Bilbao,1787,20,[1-20],out,in,Spanish,Espagne,Plasencia,Bayonne
Bilbao,1787,20,[1-20],out,in,Spanish,Espagne,Plasencia,Bayonne
Libourne,1787,33,[21-50],out,in,French,France,Libourne,Marennes
Le Croisic,1787,20,[1-20],out,in,French,France,Arzon,La Rochelle
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
Vannes,1787,19,[1-20],out,in,French,France,Quiberon,Saint Martin de Ré
Ile de Ré,1787,19,[1-20],out,in,French,France,Quiberon,La Rochelle
Le Passage,1787,26,[21-50],out,in,French,France,Saint Jean de Luz,Bayonne
Bayonne,1787,56,[51-100],out,in,French,France,Saint Malo,Honfleur
Bayonne,1787,90,[51-100],out,in,French,France,Saint Malo,Honfleur
Concarneau,1787,4,[1-20],out,in,French,France,Concarneau,Lorient
Concarneau,1787,4,[1-20],out,in,French,France,Concarneau,Lorient
Concarneau,1787,6,[1-20],out,in,French,France,Concarneau,Lorient
Oléron,1787,15,[1-20],out,in,French,France,Quiberon,Lorient
Quimper,1787,15,[1-20],out,in,French,France,Quiberon,Nantes
Crach,1787,18,[1-20],out,in,French,France,Quiberon,Lorient
La Corogne,1787,140,[101-200],out,in,Spanish,Espagne,La Corogne,Bayonne
Brest,1787,40,[21-50],out,in,French,France,Brest,Roscoff
Bremen,1787,256,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Redon,1787,28,[21-50],out,in,French,France,Méan,Beauvoir-sur-Mer
Méan,1787,28,[21-50],out,in,French,France,Méan,Saint Martin de Ré
Méan,1787,28,[21-50],out,in,French,France,Bouen,Nantes
Oléron,1787,42,[21-50],out,in,French,France,Olleron,Bordeaux
Libourne,1787,42,[21-50],out,in,French,France,Oléron,Marennes
Oléron,1787,50,[21-50],out,in,French,France,Dercie,Rochefort
Dercie,1787,35,[21-50],out,in,French,France,Dercie,Rochefort
Seudre,1787,140,[101-200],out,in,French,France,Brest,La Rochelle
Bremen,1787,220,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Penerf,1787,85,[51-100],out,in,French,France,Penerf,Lorient
Newcastle,1787,249,[201-500],out,in,British,Grande-Bretagne,Newcastle,Bordeaux
Doort,1787,275,[201-500],out,in,British,Grande-Bretagne,Newcastle,Marennes
Alexandrie,1787,164,[101-200],out,in,USA,Etats-Unis d'Amérique,Alexandrie en Virginie,Lorient
Amsterdam,1787,400,[201-500],out,in,Dutch,Provinces-Unies,Amsterdam,Bordeaux
Bayonne,1787,70,[51-100],out,in,French,France,Saint Malo,Honfleur
Bayonne,1787,70,[51-100],out,in,French,France,Saint Malo,Honfleur
Honfleur,1787,121,[101-200],out,in,French,France,Saint Malo,Marennes
Bayonne,1787,92,[51-100],out,in,French,France,Saint Malo,Honfleur
Oléron,1787,28,[21-50],out,in,French,France,Île d' Oléron,Lorient
Oléron,1787,30,[21-50],out,in,French,France,Oleron,Bordeaux
Moss,1787,110,[101-200],out,in,Danish/Norwegian,Danemark,Moss,Cherbourg
Moss,1787,80,[51-100],out,in,Danish/Norwegian,Danemark,Moss,Calais
Côte d' Afrique [de l' Ouest],1787,560,[501 et plus],out,in,French,France,Saint Malo,Nantes
Bayonne,1787,60,[51-100],out,in,French,France,Saint Malo,Honfleur
Bayonne,1787,60,[51-100],out,in,French,France,Saint Malo,Honfleur
Amsterdam,1787,590,[501 et plus],out,in,Dutch,Provinces-Unies,Amsterdam,Ars en Ré
Bremen,1787,220,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Konigsberg,1787,109,[101-200],out,in,Prussian,Prusse,Emden,Bordeaux
Rotterdam,1787,170,[101-200],out,in,Dutch,Provinces-Unies,Rotterdam,Nantes
Konigsberg,1787,195,[101-200],out,in,Prussian,Prusse,Konigsberg,Bordeaux
Hambourg,1787,186,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Marennes,1787,18,[1-20],out,in,French,France,Marennes,Saint Martin de Ré
Bremen,1787,195,[101-200],out,in,Bremen,Brême,Bremen,Bordeaux
Bremen,1787,250,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Bremen,1787,190,[101-200],out,in,Bremen,Brême,Brême,Bayonne
Quiberon,1787,25,[21-50],out,in,French,France,Quiberon,Nantes
Auray,1787,28,[21-50],out,in,French,France,Quiberon,Bayonne
Quiberon,1787,28,[21-50],out,in,French,France,Quiberon,Bayonne
Oléron,1787,28,[21-50],out,in,French,France,Quiberon,Lorient
Amsterdam,1787,120,[101-200],out,in,Dutch,Provinces-Unies,Amsterdam,Marennes
Stavanger,1787,102,[101-200],out,in,Danish/Norwegian,Danemark,Stravanger,Nantes
Angleterre,1787,38,[21-50],out,in,French,France,Perros,Le Croisic
Stavanger,1787,80,[51-100],out,in,Danish/Norwegian,Danemark,Stavanger,Le Pouliguen
Bremen,1787,220,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Beslon,1787,3,[1-20],out,in,French,France,Concarneau,Lorient
Morlaix,1787,16,[1-20],in-out,in,French,France,Quiberon,La Flotte en Ré
Marennes,1787,16,[1-20],in-out,in,French,France,Quiberon,La Flotte en Ré
Morlaix,1787,16,[1-20],out,in,French,France,Morlaix,Blaye
Vannes,1787,25,[21-50],out,in,French,France,Quiberon,Bayonne
Douarnenez,1787,25,[21-50],out,in,French,France,Quiberon,Bayonne
Honfleur,1787,81,[51-100],out,in,French,France,Brest,Marennes
Ile de Ré,1787,17,[1-20],out,in,French,France,Quimperlé,Lorient
Quimperlé,1787,4,[1-20],out,in,French,France,Quimperlé,Lorient
Quimperlé,1787,17,[1-20],out,in,French,France,Quimperlé,Lorient
Concarneau,1787,17,[1-20],out,in,French,France,Quimperlé,Lorient
Lubeck,1787,200,[101-200],out,in,Lubeck,Lubeck,Lubeck,Bordeaux
Lubeck,1787,140,[101-200],out,in,Lubeck,Lubeck,Lubeck,Bordeaux
Lubeck,1787,248,[201-500],out,in,Lubeck,Lubeck,Lubeck,Bordeaux
Auddewall [Uddevalla],1787,184,[101-200],out,in,Swedish,Suède,Devatt [Uddevalla],Nantes
Bayonne,1787,90,[51-100],out,in,French,France,Saint Malo,Honfleur
Bayonne,1787,90,[51-100],out,in,French,France,Saint Malo,Honfleur
Lisbonne,1787,160,[101-200],out,in,French,France,Nantes,Rouen
Caen,1787,80,[51-100],out,in,French,France,Saint Malo,Marennes
Douarnenez,1787,72,[51-100],out,in,French,France,Saint Malo,Le Pouliguen
Bremen,1787,220,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Mesquer,1787,35,[21-50],out,in,French,France,Mesquer,Lorient
Quimperlé,1787,35,[21-50],out,in,French,France,Mesquer,Lorient
Vannes,1787,26,[21-50],out,in,French,France,Vannes,Nantes
Ile de Ré,1787,26,[21-50],out,in,French,France,Vannes,La Rochelle
Côte de Bretagne,1787,12,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Côte de Bretagne,1787,4,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Blaye,1787,9,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Côte de Bretagne,1787,16,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Le Croisic,1787,16,[1-20],out,in,French,France,Locmariaquer,La Rochelle
Locmariaquer,1787,12,[1-20],out,in,French,France,Locmariaquer,Saint Martin de Ré
Locmariaquer,1787,12,[1-20],out,in,French,France,Locmariaquer,Lorient
Côte de Bretagne,1787,14,[1-20],out,in,French,France,Locmariaquer,Aligre de Marans
Corck,1787,50,[21-50],out,in,British,Grande-Bretagne,Cork,Lorient
Corck,1787,30,[21-50],out,in,British,Grande-Bretagne,Cork,Lorient
Marseille,1787,100,[51-100],out,in,French,France,Rouen,Bordeaux
Jersey,1787,3,[1-20],out,in,British,Grande-Bretagne,Jersey,Saint Malo
Nieuport,1787,220,[201-500],out,in,British,Grande-Bretagne,Niewport,Ars en Ré
Liverpool,1787,100,[51-100],out,in,British,Grande-Bretagne,Liverpool,Bayonne
Guernesey,1787,72,[51-100],out,in,British,Grande-Bretagne,Liverpool,Bordeaux
Liverpool,1787,103,[101-200],out,in,British,Grande-Bretagne,Liverpool,Bordeaux
Liverpool,1787,103,[101-200],out,in,British,Grande-Bretagne,Liverpool,Bordeaux
Setubal,1787,130,[101-200],out,in,British,Grande-Bretagne,Liverpool,Lorient
Guernesey,1787,100,[51-100],out,in,British,Grande-Bretagne,Guernesey,Roscoff
Falmouth,1787,120,[101-200],out,in,British,Grande-Bretagne,Guernesey,Roscoff
Guernesey,1787,61,[51-100],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Guernesey,1787,30,[21-50],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Cagliary,1787,202,[201-500],out,in,Swedish,Suède,Dewall,Nantes
Guernesey,1787,15,[1-20],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Guernesey,1787,20,[1-20],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Coverack,1787,15,[1-20],out,in,British,Grande-Bretagne,Cove,Saint Malo
Coverack,1787,2,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Coverack,1787,4,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Coverack,1787,3,[1-20],out,in,British,Grande-Bretagne,Cowreack [Coverack],Roscoff
Oléron,1787,10,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,10,[1-20],out,in,French,France,Oleron,Ribérou [Saujon]
Oléron,1787,32,[21-50],out,in,French,France,Oleron,Bordeaux
Oléron,1787,32,[21-50],out,in,French,France,Oleron,Bordeaux
Oléron,1787,24,[21-50],out,in,French,France,Olleron,Bordeaux
Libourne,1787,27,[21-50],out,in,French,France,Oléron,Marennes
Libourne,1787,26,[21-50],out,in,French,France,Oléron,Marennes
Oléron,1787,17,[1-20],out,in,French,France,Oléron,Saint Martin de Ré
Libourne,1787,26,[21-50],out,in,French,France,Oléron,Marennes
Blaye,1787,6,[1-20],out,in,French,France,La Teste,Aligre de Marans
Bayonne,1787,55,[51-100],out,in,French,France,Lorient,Marennes
Côte de Bretagne,1787,4,[1-20],out,in,French,France,Oléron,Aligre de Marans
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Faversham,Dunkerque
Petersbourg,1787,180,[101-200],out,in,Russian,Russie,Petersbourg,Bordeaux
Morlaix,1787,32,[21-50],out,in,French,France,Granville,Port Bail
Belle Île,1787,2,[1-20],out,in,French,France,Belle Île,Lorient
Libourne,1787,34,[21-50],out,in,French,France,Arzon,Lorient
Quimper,1787,30,[21-50],out,in,French,France,Quiberon,Lorient
Stettin,1787,230,[201-500],out,in,Prussian,Prusse,Stettin,Bordeaux
Ostende,1787,210,[201-500],out,in,Prussian,Prusse,Stettin,Bordeaux
Concarneau,1787,3,[1-20],out,in,French,France,Concarneau,Lorient
Concarneau,1787,3,[1-20],out,in,French,France,Concarneau,Lorient
Rotterdam,1787,121,[101-200],out,in,Dutch,Provinces-Unies,Rotterdam,Nantes
Dieppe,1787,80,[51-100],out,in,French,France,Dieppe,Ars en Ré
Corck,1787,43,[21-50],out,in,British,Grande-Bretagne,Corck,Bordeaux
Christiansand,1787,72,[51-100],out,in,Danish/Norwegian,Danemark,Christiansand en Norvège,Lorient
Ile d' Yeu,1787,11,[1-20],out,in,French,France,Isle dieu,Marennes
Ile d' Yeu,1787,10,[1-20],out,in,French,France,Ile Dieu,Marennes
Bremen,1787,160,[101-200],out,in,Bremen,Brême,Bremen,Bordeaux
Bruges,1787,140,[101-200],out,in,Bremen,Brême,Bremen,Nantes
Bremen,1787,140,[101-200],out,in,Bremen,Brême,Bremen,Bordeaux
Côte d' Angole,1787,170,[101-200],out,in,French,France,Bordeaux,Le Havre
Redon,1787,30,[21-50],out,in,French,France,Méan,Beauvoir-sur-Mer
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Faversham,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Faversham,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Faversham,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Deal,Dunkerque
